time(ms),HR(bpm),ECG SQI,QRS Width(ms),QRS Amplitude(mV),PPG Vital Time(ns),PR(bpm),SpO2(%),SpO2 Ratio,Pulse Amplitude,Pulse Baseline,PI(%),PPG SQI,RR(rpm),RR SQI,RR Channel,Accl X(g),Accl Y(g),Accl Z(g),PAT(ms),Central Temp(°C),Peripheral Temp(°C),Cough Index,Talk Index,Swallow Index,Snore Index,Activity Index,Sleep Index,Posture,Scratch Index,SCG HR (bpm),SCG SQI
244000,65.4,0.7372272610664368,60.3515625,0.23468017578125,232433836034,65.1,98.0,0.5709105730056763,520.3817138671875,7842.5888671875,6.618226051330566,0.9308263063430786,12.057037353515625,0.6503769159317017,2.0,-0.015853017568588257,-0.5246558785438538,0.8483495116233826,72,33.04296875,34.4921875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
245000,64.9,0.7372272610664368,60.9375,0.2328014373779297,233351567348,65.5,98.1,0.5694867968559265,510.25616455078125,7826.57958984375,6.520747184753418,0.9246146082878113,12.284385681152344,0.6413399577140808,2.0,-0.012340839020907879,-0.5242426991462708,0.8538020253181458,72,33.03515625,34.4921875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
246000,64.6,0.7353585958480835,61.5234375,0.22912979125976562,234271022566,65.0,98.1,0.569336473941803,516.1912841796875,7796.57666015625,6.60590124130249,0.92788165807724,12.428756713867188,0.6381219029426575,2.0,-0.004569575656205416,-0.5226221680641174,0.8524146676063538,75,33.03515625,34.4921875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
247000,64.6,0.7335535287857056,61.5234375,0.22909164428710938,235189599333,65.0,98.1,0.5688505172729492,520.1726684570312,7760.9384765625,6.696678161621094,0.9339485168457031,12.573127746582031,0.6349037885665894,2.0,-0.014977088198065758,-0.5128831267356873,0.8552926778793335,76,33.03515625,34.5078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
248000,64.6,0.7317134141921997,61.5234375,0.23317337036132812,236111652470,64.7,98.1,0.5691262483596802,529.9330444335938,7727.2099609375,6.855448246002197,0.936319887638092,12.717498779296875,0.6316856741905212,2.0,-0.01453788299113512,-0.5219380855560303,0.8541006445884705,76,33.03515625,34.5078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
249000,64.6,0.7226297855377197,61.5234375,0.2336883544921875,237970533554,64.5,98.1,0.5677056312561035,516.2311401367188,7636.14990234375,6.764714241027832,0.9327244162559509,12.861869812011719,0.6284675598144531,2.0,-0.013922925107181072,-0.5267725586891174,0.8515947461128235,76,33.04296875,34.5078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
250000,64.4,0.7144948244094849,61.5234375,0.2315521240234375,237970533554,64.5,98.1,0.5677056312561035,516.2311401367188,7636.14990234375,6.764714241027832,0.9327244162559509,12.861869812011719,0.6284675598144531,2.0,-0.016315165907144547,-0.5258836150169373,0.8545743227005005,83,33.04296875,34.5078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
251000,63.9,0.7082520723342896,61.5234375,0.22894859313964844,239827691205,64.5,98.1,0.568253755569458,516.5532836914062,7552.20166015625,6.841368675231934,0.9407580494880676,12.861869812011719,0.6284675598144531,2.0,-0.016762787476181984,-0.5196786522865295,0.8522327542304993,83,33.04296875,34.4921875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
252000,63.9,0.7082520723342896,61.5234375,0.22894859313964844,240759324601,64.3,98.1,0.5687910318374634,529.1936645507812,7512.3359375,7.0455427169799805,0.9403995871543884,12.861869812011719,0.6284675598144531,2.0,-0.015033428557217121,-0.526292085647583,0.8514474630355835,82,33.04296875,34.4921875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
253000,64.0,0.7066504955291748,60.9375,0.23293495178222656,241702274948,63.7,98.1,0.5695792436599731,530.7874755859375,7493.0810546875,7.066599369049072,0.935870885848999,12.861869812011719,0.6284675598144531,2.0,-0.016341298818588257,-0.5276224613189697,0.8507817387580872,76,33.04296875,34.4921875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
254000,63.7,0.7095324397087097,61.5234375,0.2337169647216797,242642636924,63.9,98.1,0.5695792436599731,518.98388671875,7488.5615234375,6.9086151123046875,0.9333486557006836,12.861869812011719,0.6284675598144531,2.0,-0.012925367802381516,-0.5246934294700623,0.8503042459487915,72,33.04296875,34.4921875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
255000,63.2,0.7214532494544983,62.109375,0.23476600646972656,243581270713,63.9,98.0,0.570302426815033,519.4279174804688,7488.5615234375,6.927950382232666,0.9275737404823303,12.861869812011719,0.6284675598144531,2.0,-0.012094350531697273,-0.5137376189231873,0.8569969534873962,74,33.04296875,34.5,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
256000,62.6,0.7274914383888245,61.5234375,0.23393630981445312,244523380873,63.5,98.0,0.5710886120796204,522.8274536132812,7484.90380859375,6.987654209136963,0.9316887259483337,12.861869812011719,0.6284675598144531,2.0,-0.015905991196632385,-0.5128565430641174,0.8594072461128235,73,33.04296875,34.5,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
257000,62.3,0.7328697443008423,61.5234375,0.23273468017578125,245468967727,63.1,98.0,0.5723586082458496,534.0916137695312,7490.40087890625,7.13492488861084,0.9362490177154541,12.861869812011719,0.6284675598144531,2.0,-0.01709453947842121,-0.524763822555542,0.8505577445030212,74,33.0546875,34.5,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
258000,62.1,0.7401465177536011,61.5234375,0.23273468017578125,246424119535,62.6,98.0,0.5728164911270142,535.5150146484375,7495.41552734375,7.1496124267578125,0.9426364898681641,12.861869812011719,0.6284675598144531,2.0,-0.01833588257431984,-0.5258351564407349,0.8505766987800598,76,33.0546875,34.5,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
259000,62.4,0.7411390542984009,61.5234375,0.2332019805908203,247380145262,62.4,97.9,0.5740457773208618,535.5150146484375,7499.8759765625,7.141765594482422,0.9438045024871826,12.861869812011719,0.6284675598144531,2.0,-0.017845740541815758,-0.5279259085655212,0.849318265914917,78,33.0546875,34.5078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
260000,62.4,0.7411390542984009,61.5234375,0.2332019805908203,248337043455,62.3,97.9,0.5755680203437805,535.1658935546875,7504.98291015625,7.1257781982421875,0.9428190588951111,12.861869812011719,0.6284675598144531,2.0,-0.01577010191977024,-0.5209776759147644,0.853573203086853,76,33.0546875,34.5078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
261000,62.4,0.7411390542984009,61.5234375,0.2332019805908203,249296545691,62.2,97.9,0.5761771202087402,531.2734375,7516.26416015625,7.059492588043213,0.9433053135871887,12.861869812011719,0.6284675598144531,2.0,-0.017561692744493484,-0.52069091796875,0.8535226583480835,71,33.05078125,34.5078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
262000,62.4,0.7361006140708923,60.9375,0.2339649200439453,250251697396,62.4,97.9,0.5761207342147827,531.2734375,7518.5654296875,7.059492588043213,0.9457762837409973,12.874931335449219,0.6214079260826111,2.0,-0.01711057312786579,-0.5259157419204712,0.8504155278205872,71,33.05078125,34.5078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
263000,62.4,0.7305992841720581,60.9375,0.2339649200439453,251205977860,62.4,97.8,0.5769413709640503,531.2734375,7519.31640625,7.059492588043213,0.946379542350769,12.887992858886719,0.614348292350769,2.0,-0.01565317064523697,-0.526611328125,0.8472853302955627,70,33.05078125,34.51171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
264000,62.3,0.7207707166671753,61.5234375,0.2305126190185547,252159393209,62.4,97.8,0.5769413709640503,524.954833984375,7522.52978515625,6.972466468811035,0.9460206627845764,12.901054382324219,0.607288658618927,2.0,-0.015887919813394547,-0.5204514861106873,0.8536916971206665,76,33.05078125,34.51171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
265000,61.8,0.7055727243423462,60.3515625,0.2301788330078125,253111944331,62.4,97.8,0.5786169767379761,524.06640625,7522.52978515625,6.962292671203613,0.9423725605010986,12.914115905761719,0.6041844487190247,2.0,-0.019079819321632385,-0.5187873244285583,0.8519033789634705,77,33.0546875,34.51171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
266000,62.2,0.6977992057800293,59.765625,0.2310943603515625,254067973108,62.4,97.8,0.5799176096916199,524.2567138671875,7524.1455078125,6.962292671203613,0.9424387812614441,12.927176475524902,0.6010801196098328,2.0,-0.021587666124105453,-0.5272592306137085,0.8527151346206665,81,33.0546875,34.51171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
267000,62.0,0.6977992057800293,59.765625,0.2310943603515625,255028342404,62.3,97.7,0.5818480253219604,533.4950561523438,7529.90869140625,7.079102993011475,0.9419657588005066,12.98436450958252,0.5979759097099304,2.0,-0.01641376130282879,-0.5275456309318542,0.8475318551063538,76,33.0546875,34.50390625,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
268000,61.5,0.7043874859809875,60.3515625,0.22932052612304688,255996529073,61.9,97.7,0.5807815194129944,519.31005859375,7525.36865234375,6.893907070159912,0.9287877678871155,13.041550636291504,0.5948716998100281,2.0,-0.02290315367281437,-0.5150423049926758,0.8536100387573242,77,33.0546875,34.50390625,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
269000,61.3,0.707504391670227,60.9375,0.2282238006591797,256961240784,62.1,97.7,0.5823966860771179,516.6259765625,7525.36865234375,6.853519439697266,0.922875165939331,13.075657844543457,0.5948716998100281,2.0,-0.020742563530802727,-0.526458740234375,0.8509239554405212,78,33.0625,34.50390625,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
270000,61.3,0.7203968167304993,60.9375,0.22808074951171875,257926826654,61.9,97.6,0.5845613479614258,521.4575805664062,7525.36865234375,6.917223930358887,0.9289673566818237,13.109763145446777,0.5948716998100281,2.0,-0.021468251943588257,-0.532599687576294,0.8515118360519409,79,33.0625,34.50390625,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
271000,61.4,0.7395006418228149,60.9375,0.22754669189453125,258895892257,61.5,97.6,0.5862991213798523,533.982177734375,7535.48583984375,7.0747785568237305,0.9339643120765686,13.143868446350098,0.6052111983299255,2.0,-0.019794169813394547,-0.5248460173606873,0.8530296683311462,77,33.0625,34.5,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
272000,61.7,0.7582951784133911,60.9375,0.2280712127685547,259872777217,61.4,97.6,0.5864640474319458,533.982177734375,7541.24365234375,7.0747785568237305,0.92915278673172,13.177973747253418,0.6155506372451782,2.0,-0.02392343431711197,-0.5269517302513123,0.851027250289917,75,33.0625,34.5,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
273000,62.3,0.7680801749229431,60.9375,0.2300548553466797,260851395736,61.4,97.5,0.5869477391242981,528.0728759765625,7548.5537109375,6.9900922775268555,0.9283350706100464,13.177973747253418,0.6258901357650757,2.0,-0.016765091568231583,-0.5190522074699402,0.8574702143669128,75,33.046875,34.5,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
274000,62.7,0.7680801749229431,61.5234375,0.22939682006835938,261828268648,61.4,97.5,0.5876681208610535,520.1078491210938,7553.43896484375,6.876689910888672,0.9266762137413025,13.177973747253418,0.6322742104530334,2.0,-0.018761267885565758,-0.5077092051506042,0.8576847910881042,76,33.046875,34.5,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
275000,62.1,0.7680801749229431,62.109375,0.2292346954345703,262801658595,61.7,97.5,0.5884286165237427,508.75921630859375,7553.43896484375,6.7276201248168945,0.9207097291946411,13.156615257263184,0.6393232941627502,2.0,-0.019908977672457695,-0.5248631834983826,0.8539209961891174,76,33.046875,34.51171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
276000,62.1,0.7555873394012451,62.109375,0.2292346954345703,263764614683,62.3,97.5,0.5889937281608582,496.234619140625,7553.41162109375,6.570065498352051,0.9160922169685364,13.091131210327148,0.6463724374771118,2.0,-0.021315354853868484,-0.5295762419700623,0.8502854704856873,76,33.046875,34.51171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
277000,62.1,0.7439937591552734,62.6953125,0.2292346954345703,264720619852,62.5,97.4,0.5903899669647217,505.64422607421875,7559.3896484375,6.678793907165527,0.9272456765174866,13.025647163391113,0.6534215211868286,2.0,-0.020639272406697273,-0.5313908457756042,0.8494685292243958,79,33.0625,34.51171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
278000,61.5,0.7396770715713501,62.6953125,0.22844314575195312,265682708949,62.1,97.4,0.5905975103378296,501.590576171875,7559.3896484375,6.617852687835693,0.9312101006507874,12.970182418823242,0.6540865898132324,2.0,-0.019107459113001823,-0.5155052542686462,0.8537344336509705,83,33.0625,34.51171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
279000,61.5,0.7396770715713501,62.6953125,0.22844314575195312,266646535931,62.1,97.4,0.5912500619888306,494.48333740234375,7569.11328125,6.51798152923584,0.923095703125,12.914718627929688,0.654751718044281,2.0,-0.020378699526190758,-0.516465425491333,0.855696439743042,84,33.0625,34.51171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
280000,61.7,0.7387580871582031,61.5234375,0.23027420043945312,267618176001,62.1,97.4,0.592133104801178,494.48333740234375,7579.7275390625,6.51798152923584,0.9232411980628967,12.859253883361816,0.6554167866706848,2.0,-0.02106519043445587,-0.5255241990089417,0.8502703905105591,79,33.0625,34.51171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
281000,61.5,0.7345916032791138,60.9375,0.23250579833984375,269579693778,61.5,97.4,0.5924387574195862,491.022705078125,7632.4228515625,6.447214603424072,0.9182628989219666,12.759664535522461,0.6594911217689514,2.0,-0.020127516239881516,-0.5287147164344788,0.849395751953125,75,33.0625,34.51171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
282000,60.7,0.7331246733665466,60.9375,0.22879600524902344,270558281177,61.6,97.4,0.5930121541023254,488.4153747558594,7671.2177734375,6.36246395111084,0.9133993983268738,12.715538024902344,0.662900447845459,2.0,-0.019075213000178337,-0.5285782814025879,0.8481975197792053,79,33.0625,34.51171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
283000,61.3,0.7388493418693542,59.765625,0.2309131622314453,271538611750,61.4,97.4,0.5923004150390625,488.81646728515625,7699.32177734375,6.297472953796387,0.918472945690155,12.671412467956543,0.666160523891449,2.0,-0.019550029188394547,-0.525496244430542,0.8535578846931458,77,33.0625,34.5234375,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
284000,61.7,0.7474555969238281,60.3515625,0.23347854614257812,272527634664,60.7,97.4,0.5922733545303345,488.81646728515625,7745.34521484375,6.297472953796387,0.92015540599823,12.627287864685059,0.6694206595420837,2.0,-0.027414174750447273,-0.5254094004631042,0.8511915802955627,77,33.0625,34.5234375,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
285000,61.8,0.7632697820663452,60.3515625,0.23347854614257812,273517519538,60.8,97.4,0.5911966562271118,479.15435791015625,7808.7802734375,6.105483055114746,0.9149832129478455,12.528462409973145,0.6726807355880737,2.0,-0.025869693607091904,-0.5277583003044128,0.8475779294967651,75,33.08203125,34.5234375,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
286000,61.9,0.7747337818145752,61.5234375,0.233154296875,274499572804,61.4,97.4,0.5908732414245605,469.06494140625,7875.921875,5.970691680908203,0.9046990275382996,12.42963695526123,0.6759408116340637,2.0,-0.026299109682440758,-0.52789306640625,0.848191499710083,78,33.08203125,34.5234375,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
287000,61.3,0.7873093485832214,62.109375,0.23011207580566406,275479008983,61.5,97.4,0.5914061069488525,463.43505859375,7938.97900390625,5.871641635894775,0.9090224504470825,12.330811500549316,0.6792008280754089,2.0,-0.02436339110136032,-0.5260355472564697,0.8507817387580872,80,33.08203125,34.51171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
288000,61.3,0.792894184589386,62.6953125,0.22925376892089844,276451492697,61.7,97.4,0.5917876362800598,460.6031188964844,7987.49365234375,5.816015720367432,0.9129568934440613,12.27611255645752,0.6792008280754089,2.0,-0.023418720811605453,-0.5184138417243958,0.8545250296592712,80,33.08203125,34.51171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
289000,61.3,0.794180691242218,63.28125,0.2287769317626953,277417022982,61.8,97.4,0.5932481288909912,463.34027099609375,8006.4873046875,5.815864562988281,0.9280239939689636,12.221412658691406,0.6792008280754089,2.0,-0.024775667116045952,-0.5251142382621765,0.8514058589935303,79,33.07421875,34.51171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
290000,61.4,0.7950518727302551,63.28125,0.22909164428710938,278389498498,61.2,97.4,0.5933237075805664,469.68780517578125,8006.4873046875,5.8702592849731445,0.9261766076087952,12.166712760925293,0.678893506526947,2.0,-0.025280293077230453,-0.527083158493042,0.8496164083480835,75,33.07421875,34.51171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
291000,61.1,0.7952064275741577,63.8671875,0.23027420043945312,279365440733,61.2,97.4,0.591627299785614,469.091552734375,8006.4873046875,5.8702592849731445,0.9326955080032349,12.112013816833496,0.6785860061645508,2.0,-0.025107329711318016,-0.5286819338798523,0.8487180471420288,73,33.07421875,34.54296875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
292000,61.1,0.7952064275741577,63.8671875,0.23027420043945312,280340506234,61.3,97.4,0.5931218862533569,469.091552734375,7998.95703125,5.8702592849731445,0.9354552030563354,12.112013816833496,0.6784278154373169,2.0,-0.026141826063394547,-0.5210195779800415,0.8531752228736877,73,33.07421875,34.54296875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
293000,61.1,0.7814043760299683,63.8671875,0.23027420043945312,281312962803,61.6,97.3,0.5946403741836548,472.18548583984375,7966.16259765625,5.925732135772705,0.9388059973716736,12.112013816833496,0.6784278154373169,2.0,-0.02663896605372429,-0.5231541991233826,0.8526726365089417,79,33.06640625,34.54296875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
294000,61.2,0.771666407585144,63.28125,0.23027420043945312,282287157478,61.3,97.3,0.5963367223739624,477.1422424316406,7928.26953125,6.028256416320801,0.9446399211883545,12.112013816833496,0.6784278154373169,2.0,-0.028663048520684242,-0.5280409455299377,0.8500694632530212,79,33.06640625,34.54296875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
295000,61.2,0.7524071931838989,62.109375,0.23227691650390625,283268304594,61.2,97.3,0.5963367223739624,477.1422424316406,7893.79052734375,6.028256416320801,0.9488047361373901,12.233918190002441,0.6796208620071411,2.0,-0.028911884874105453,-0.5290902853012085,0.8481045961380005,76,33.06640625,34.54296875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
296000,61.2,0.7514455914497375,62.109375,0.23227691650390625,284242499305,61.5,97.3,0.5962210893630981,480.06304931640625,7865.1611328125,6.101330757141113,0.9448868632316589,12.35582447052002,0.6808139085769653,2.0,-0.0286865234375,-0.5277757048606873,0.8492173552513123,76,33.06640625,34.54296875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
297000,61.2,0.7514455914497375,62.6953125,0.2318572998046875,285214955951,61.5,97.3,0.5961815714836121,488.33056640625,7831.6845703125,6.2162981033325195,0.9446597695350647,12.477728843688965,0.6820069551467896,2.0,-0.030374379828572273,-0.524611234664917,0.8510366678237915,74,33.09375,34.54296875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
298000,61.2,0.7514455914497375,62.109375,0.233154296875,286187413583,61.6,97.3,0.5945301651954651,497.50604248046875,7806.92724609375,6.352797508239746,0.9392174482345581,12.59963321685791,0.6832000017166138,2.0,-0.03422805666923523,-0.5230620503425598,0.8495172262191772,75,33.09375,34.54296875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
299000,61.5,0.760523796081543,61.5234375,0.2327442169189453,287159007186,61.7,97.4,0.5931887030601501,497.81494140625,7796.5673828125,6.368889808654785,0.937693178653717,12.721537590026855,0.6845512390136719,2.0,-0.034686747938394547,-0.5239070057868958,0.8503605723381042,73,33.09375,34.53125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
300000,61.6,0.7726156115531921,60.9375,0.2327442169189453,288129736550,61.7,97.4,0.5931887030601501,497.81494140625,7796.5673828125,6.368889808654785,0.9388307929039001,12.76897144317627,0.6854017972946167,2.0,-0.03314208984375,-0.5262521505355835,0.8497502207756042,79,33.09375,34.53125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
301000,61.7,0.7870920896530151,60.3515625,0.2312183380126953,289099599517,61.7,97.4,0.5926519632339478,490.5830078125,7796.5673828125,6.266600608825684,0.9371012449264526,12.816404342651367,0.6862522959709167,2.0,-0.03518388792872429,-0.5209730863571167,0.8525275588035583,79,33.06640625,34.53125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
302000,61.7,0.805557906627655,60.9375,0.22864341735839844,290068593430,61.6,97.4,0.5915117263793945,489.36083984375,7812.18359375,6.232325553894043,0.9396573305130005,12.816404342651367,0.6862522959709167,2.0,-0.03680889308452606,-0.5182072520256042,0.856034517288208,82,33.06640625,34.53125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
303000,61.7,0.8233340382575989,62.109375,0.2270221710205078,291037587361,61.6,97.4,0.5909610986709595,480.7994079589844,7832.6357421875,6.106330394744873,0.9412499666213989,12.816404342651367,0.6862522959709167,2.0,-0.03742491453886032,-0.5215834379196167,0.8498581051826477,80,33.06640625,34.55078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
304000,61.8,0.8388693928718567,62.109375,0.22493362426757812,292004843169,61.6,97.5,0.5902411341667175,480.7994079589844,7865.42333984375,6.106330394744873,0.9483166933059692,12.74193286895752,0.6857516169548035,2.0,-0.037700947374105453,-0.5240806937217712,0.848982572555542,76,33.06640625,34.55078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
305000,61.9,0.8388693928718567,62.109375,0.22480010986328125,292976444241,61.6,97.4,0.5902515649795532,483.04827880859375,7897.6064453125,6.102846622467041,0.953309178352356,12.667460441589355,0.6852508187294006,2.0,-0.03712549805641174,-0.5292876362800598,0.8460854291915894,77,33.0859375,34.55078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
306000,61.8,0.836330235004425,62.109375,0.22480010986328125,293948045330,61.6,97.5,0.589690089225769,483.04827880859375,7921.45166015625,6.102846622467041,0.9514477849006653,12.592988967895508,0.6847501397132874,2.0,-0.03739957883954048,-0.5192133784294128,0.8519402146339417,80,33.0859375,34.55078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
307000,61.8,0.8352810144424438,62.109375,0.22480010986328125,294917039283,61.8,97.5,0.5894604325294495,482.647705078125,7930.18603515625,6.102846622467041,0.9530544281005859,12.543634414672852,0.6847501397132874,2.0,-0.038865309208631516,-0.5217567086219788,0.851975679397583,84,33.0859375,34.53125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
308000,62.0,0.8159734606742859,62.109375,0.22582054138183594,295886902116,61.8,97.5,0.590153157711029,487.11798095703125,7930.18603515625,6.136826515197754,0.9569828510284424,12.494279861450195,0.6847501397132874,2.0,-0.03820566087961197,-0.5290715098381042,0.848313570022583,81,33.0859375,34.53125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
309000,62.0,0.794448733329773,62.6953125,0.22649765014648438,296859367172,61.8,97.4,0.5912200212478638,487.11798095703125,7930.18603515625,6.136826515197754,0.9556419849395752,12.494279861450195,0.6868716478347778,2.0,-0.03929051756858826,-0.5268139839172363,0.8479303121566772,78,33.09375,34.53125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
310000,61.8,0.7651013135910034,63.28125,0.22579193115234375,297826613164,62.0,97.4,0.5916754007339478,482.90399169921875,7927.00244140625,6.0845842361450195,0.952850341796875,12.494279861450195,0.6889930963516235,2.0,-0.040086012333631516,-0.5246769785881042,0.8495811820030212,77,33.09375,34.53125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
311000,61.7,0.7419532537460327,62.6953125,0.22645950317382812,299755883369,62.1,97.4,0.5923379063606262,490.46612548828125,7894.9970703125,6.1985039710998535,0.9446525573730469,12.50039005279541,0.6889930963516235,2.0,-0.03960712254047394,-0.5184983611106873,0.855546236038208,79,33.09375,34.54296875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
312000,62.2,0.7278369665145874,61.5234375,0.2294158935546875,300726601832,61.9,97.4,0.5928088426589966,499.54345703125,7871.12890625,6.312511444091797,0.9371882677078247,12.506499290466309,0.6889930963516235,2.0,-0.04279268532991409,-0.5203036069869995,0.8520836234092712,80,33.09375,34.54296875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
313000,62.6,0.7155585289001465,61.5234375,0.23082733154296875,301698189367,61.9,97.4,0.5918192863464355,491.4820251464844,7838.98583984375,6.250543117523193,0.9318385720252991,12.512609481811523,0.6870044469833374,2.0,-0.042771559208631516,-0.5247450470924377,0.84967041015625,77,33.09765625,34.54296875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
